trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
405,False,"{'a': 0.5, 'e': 0.1313250884614265}",20,6,-17.68368731880259,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
406,False,"{'a': 0.5, 'e': 0.13066846301911936}",20,12,12.200671641236854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13001512070402377}",30,20,16.850205265136427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.12936504510050365}",25,4,-2.0206920306880125,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12871821987500112}",20,0,32.42154272629592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.12807462877562611}",20,5,-12.189267384961855,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12743425563174798}",20,8,8.597389582887807,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12679708435358925}",20,16,5.544476786046903,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.1261630989318213}",25,3,37.453461125268085,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1255322834371622}",30,16,-8.596480609786017,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12490462201997637}",20,0,30.387316864325193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.1242800989098765}",25,0,-6.470438772458191,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.12365869841532712}",25,5,-35.49822424891391,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.12304040492325048}",30,13,16.48963336926289,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12242520289863422}",30,12,-2.761755361932414,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12181307688414106}",20,0,19.23171779883988,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.12120401149972035}",25,12,-20.851620077797307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.12059799144222175}",20,13,12.132476803421646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.11999500148501063}",20,10,15.584989818787246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11939502647758558}",20,12,12.243228341405118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11879805134519765}",25,7,-9.377397798681105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.11820406108847166}",35,22,24.847608494366174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.11761304078302931}",25,9,27.653217043875365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11702497557911416}",25,8,10.304767552753853,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11643985070121858}",20,1,8.559594825065338,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.1158576514477125}",20,4,-28.565326452913638,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.5, 'e': 0.11527836319047394}",25,3,21.964981793558344,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11470197137452157}",25,11,13.052107992712372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11412846151764895}",20,11,14.283097512313077,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11355781921006071}",30,4,20.206571680105466,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.1129900301140104}",25,17,16.650745447650095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11242507996344035}",20,15,7.593277917652993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11186295456362315}",20,0,17.379664955144282,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.11130363979080503}",25,17,15.422380380128331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.110747121591851}",20,9,9.216584573337217,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11019338598389175}",20,9,22.04589289969045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.10964241905397229}",25,17,17.300426444103607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10909420695870244}",30,7,14.659646574345626,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10854873592390892}",25,9,-12.163459153231427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.5, 'e': 0.10800599224428938}",25,11,16.161651923456663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10746596228306793}",25,14,19.966383362311998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10692863247165259}",20,13,13.562511879785886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10639398930929432}",20,2,12.145119178683295,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10586201936274785}",20,13,11.275107139000358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.1053327092659341}",30,17,29.276593742917342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10480604571960443}",25,13,11.855548466536053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10428201549100642}",20,12,12.967040144958112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10376060541355138}",20,0,22.66132593637054,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.10324180238648363}",30,21,15.15246803911755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10272559337455121}",20,2,22.224562570205272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10221196540767845}",25,16,13.00442667198783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10170090558064006}",20,6,-20.933222957276307,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.5, 'e': 0.10119240105273686}",25,17,17.465762337429176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10068643904747317}",20,14,10.383843197241907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.1001830068522358}",20,8,15.442508448046826,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.09968209181797463}",35,18,19.989877920433234,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09918368135888475}",20,10,17.444666973727696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09868776295209034}",25,3,32.67363812357343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09819432413732988}",20,3,6.350507781473421,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09770335251664322}",20,12,16.403020569822935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09721483575406001}",30,11,32.02037114325938,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09672876157528972}",20,13,11.240191078702024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09624511776741326}",20,6,-28.39327838518884,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.0957638921785762}",20,14,9.047868375624224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09528507271768331}",30,19,19.746198252932658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.0948086473540949}",25,15,17.51087993059274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09433460411732442}",20,12,2.9409555264746277,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.0938629310967378}",20,8,-30.047898587005236,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
473,False,"{'a': 0.5, 'e': 0.09339361644125412}",20,3,-22.50350794098805,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.09292664835904783}",25,15,16.676890454700164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.0924620151172526}",20,10,5.555340350761808,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09199970504166634}",20,6,26.7309567872074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.091539706516458}",30,21,15.510690492829697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09108200798387571}",20,11,12.692275103058401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09062659794395633}",20,13,14.002083854983473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09017346495423655}",20,15,10.991681764860221,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.08972259762946537}",25,8,29.782954359938987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08927398464131804}",30,16,22.367441805336487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08882761471811144}",20,13,4.074099405981581,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.0883834766445209}",25,19,11.020474573793386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08794155926129829}",20,14,11.336847426682999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.0875018514649918}",35,23,20.539465926727143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08706434220766683}",25,9,25.738400442239573,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.0866290204966285}",20,14,12.894680684874572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08619587539414536}",20,15,10.307123971375157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08576489601717463}",20,6,-8.619881450541683,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08533607153708876}",20,13,10.210551752173885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08490939117940331}",20,15,10.698871158291874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.0844848442235063}",25,7,34.10852841227244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08406242000238877}",30,16,21.36200845229302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08364210790237682}",30,17,1.1260003961148026,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08322389736286494}",25,0,39.2629099402075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.0828077778760506}",25,0,-8.162310998700987,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.08239373898667036}",25,14,20.05851894304363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.081981770291737}",20,10,17.199012117147976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.08157186144027832}",20,15,12.477827770651455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08116400213307692}",20,9,19.467654149206375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08075818212241154}",20,12,15.99528819394925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08035439121179949}",20,9,19.456997609051967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.07995261925574049}",30,13,30.624343444107677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.07955285615946178}",20,14,10.840144577887664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07915509187866447}",25,11,-16.726274570970816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.07875931641927116}",20,13,10.296962161926524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.0783655198371748}",25,14,19.92776650644648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07797369223798892}",20,0,17.040647857581334,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
510,False,"{'a': 0.5, 'e': 0.07758382377679898}",20,0,-12.224746740073545,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.07719590465791498}",20,14,10.259080029460828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07680992513462541}",20,11,3.2925470764996563,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07642587550895227}",25,11,26.957072263755293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07604374613140752}",20,12,18.014059691362334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07566352740075048}",20,8,19.161894782708817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07528520976374672}",30,19,24.749074839813762,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.074908783714928}",35,19,23.33868061116278,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.07453423979635335}",20,2,-5.583536824070777,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07416156859737158}",20,12,15.018050742663718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07379076075438473}",20,12,12.959030592350391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.0734218069506128}",25,14,18.653299356395056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07305469791585974}",25,15,-24.47878804992119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.07268942442628044}",25,11,12.131936541787509,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07232597730414904}",25,13,21.886217364515034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07196434741762829}",30,10,36.58066146791681,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.07160452568054015}",20,13,13.39048611950959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07124650305213745}",25,13,18.904430612306804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07089027053687676}",30,19,-21.467438180606358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.5, 'e': 0.07053581918419238}",20,11,19.312981006559852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07018314008827141}",20,5,24.63640974882145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.06983222438783006}",25,10,29.98675027837202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.0694830632658909}",25,19,12.692155092542755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.06913564794956145}",30,15,27.296528012368302,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.06878996970981364}",25,12,8.485695184039713,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06844601986126457}",20,15,10.046529618766877,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06810378976195826}",25,18,13.225226017821875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06776327081314847}",20,16,9.33902545246007,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06742445445908272}",20,16,9.03038947290171,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06708733218678731}",30,18,9.188300457486559,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.06675189552585337}",20,13,13.342115919171206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.06641813604822411}",20,11,15.2987715880899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06608604536798299}",20,12,14.198910633653224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06575561514114306}",30,6,35.24732247254462,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06542683706543735}",20,3,-12.725047370786472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.06509970288011016}",25,3,20.18615404780785,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06477420436570962}",20,15,9.18671756072182,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06445033334388106}",25,3,38.91991216300605,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06412808167716166}",25,12,10.679579198470044,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06380744126877586}",20,6,23.107578665020828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06348840406243197}",25,13,13.174393014287602,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.0631709620421198}",20,9,7.939713429328455,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.06285510723190921}",30,10,1.2600775784986384,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.06254083169574966}",25,15,17.43112334702953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.062228127537270916}",25,19,11.127139681373718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.06191698689958456}",30,20,19.38348565038271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.061607401965086635}",20,0,17.282579787812605,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.061299364955261205}",20,12,-25.546140039420507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
558,False,"{'a': 0.5, 'e': 0.0609928681304849}",20,10,17.917418152114465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.06068790378983247}",35,10,39.3930351834312,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06038446427088331}",30,11,14.106255529624063,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.060082541949528896}",20,5,27.36093906331572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.05978212923978125}",20,8,4.426750599543796,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05948321859358234}",20,12,16.96525615613515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.05918580250061443}",20,11,17.633908049591298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.05888987348811136}",20,9,18.229135106112984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0585954241206708}",20,13,0.9684210216520994,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.058302447000067446}",25,8,31.296990471415356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.05801093476506711}",20,12,14.192086554914523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.05772088009124177}",20,0,27.799705860239126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 0.057432275690785566}",25,17,14.38352293698835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.05714511431233164}",25,14,17.294890862952233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05685938874076998}",20,6,19.107380585442296,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.05657509179706613}",25,20,8.828645800830207,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0562922163380808}",25,17,-35.562788635609344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
575,False,"{'a': 0.5, 'e': 0.05601075525639039}",20,7,9.973291658181935,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.05573070148010844}",20,12,17.71924833413313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.0554520479727079}",25,16,-6.876043231230988,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05517478773284436}",30,15,29.533792584475577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05489891379418014}",20,10,16.88095254791692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.054624419225209234}",30,16,31.90248331532793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.05435129712908319}",20,12,7.227390838690079,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05407954064343777}",25,0,24.45853256847699,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.053809142940220586}",20,15,-2.2449072907679692,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05354009722551948}",25,0,31.853151936795776,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05327239673939188}",20,14,10.219485263745039,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053006034755694924}",20,12,17.05937634343661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.05274100458191645}",25,14,8.147212565360848,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.05247729955900687}",20,13,15.984857568041694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.05221491306121183}",20,6,20.20293007165737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
